customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C4431,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.58,1208.88,No
C4432,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,0.0,Yes
C4433,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.45,133.58,No
C4434,Male,0,No,No,7,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,79.51,623.65,Yes
C4435,Female,1,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),65.99,347.57,Yes
C4436,Male,1,Yes,No,60,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.69,3948.02,No
C4437,Male,1,No,Yes,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.06,818.42,Yes
C4438,Female,0,Yes,No,41,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.3,2948.05,No
C4439,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.9,2009.23,No
C4440,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,71.23,2378.72,No
C4441,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,85.69,427.86,Yes
C4442,Male,1,No,No,11,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),56.49,659.63,Yes
C4443,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.15,631.89,No
C4444,Female,0,No,No,70,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.65,4674.43,No
C4445,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.46,1083.99,No
C4446,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.29,314.12,Yes
C4447,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.43,373.71,Yes
C4448,Male,1,No,No,15,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.16,1175.02,Yes
C4449,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,80.75,494.46,Yes
C4450,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.46,835.86,No
C4451,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,46.61,1614.13,No
C4452,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.29,674.4,No
C4453,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.85,2254.3,Yes
C4454,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.13,1495.62,Yes
C4455,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.06,252.29,No
C4456,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.86,2608.24,No
C4457,Male,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.52,910.54,No
C4458,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.64,182.52,Yes
C4459,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.08,843.03,Yes
C4460,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,81.37,49.3,Yes
C4461,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.32,2946.7,Yes
C4462,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,62.31,185.23,No
C4463,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.58,1293.17,No
C4464,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.0,659.21,Yes
C4465,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.74,2742.03,No
C4466,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.91,1287.78,No
C4467,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.8,729.51,No
C4468,Female,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),70.16,390.37,No
C4469,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.66,659.61,No
C4470,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.09,3015.19,Yes
C4471,Female,1,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),78.98,1882.41,Yes
C4472,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.12,90.95,No
C4473,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.27,283.92,No
C4474,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.69,51.52,No
C4475,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.91,3832.42,Yes
C4476,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.44,534.14,Yes
C4477,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,762.12,No
C4478,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,98.62,1773.54,No
C4479,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.7,1439.91,Yes
C4480,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.92,224.81,No
C4481,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),81.25,138.14,Yes
C4482,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.12,1638.83,No
C4483,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,91.06,1084.8,No
C4484,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.29,134.99,Yes
C4485,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,88.94,3254.26,Yes
C4486,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,181.7,No
C4487,Female,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,63.98,367.31,Yes
C4488,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.21,2511.33,No
C4489,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.96,4258.89,No
C4490,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.06,628.32,Yes
C4491,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.71,2351.08,Yes
C4492,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.15,1769.34,Yes
C4493,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,77.37,5511.03,No
C4494,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.66,301.07,No
C4495,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.04,1502.55,No
C4496,Male,0,Yes,No,7,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,77.51,500.87,Yes
C4497,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.11,304.33,Yes
C4498,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.84,649.09,No
C4499,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.46,399.98,No
C4500,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.37,1426.4,No
C4501,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.56,1050.71,Yes
C4502,Male,0,No,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.76,572.73,No
C4503,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,75.91,113.49,Yes
C4504,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),61.64,340.09,No
C4505,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,88.09,789.53,No
C4506,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.53,885.19,No
C4507,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.44,565.75,Yes
C4508,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,73.42,10.09,Yes
C4509,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.47,596.96,No
C4510,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.99,3077.92,Yes
C4511,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.06,230.0,Yes
C4512,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),74.4,243.28,No
C4513,Male,1,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.66,1090.58,Yes
C4514,Male,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,69.62,534.41,No
C4515,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,73.05,1134.32,Yes
C4516,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),77.82,4540.03,Yes
C4517,Female,0,No,Yes,28,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.63,2059.62,Yes
C4518,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.87,1968.79,No
C4519,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.26,968.79,No
C4520,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),79.14,437.14,No
C4521,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),94.07,1413.5,No
C4522,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.42,4535.71,No
C4523,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.97,3239.58,No
C4524,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.01,1014.67,Yes
C4525,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),89.71,348.0,Yes
C4526,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.81,87.7,Yes
C4527,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,91.56,35.71,No
C4528,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.53,2094.91,No
C4529,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,193.58,No
C4530,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.28,565.41,Yes
C4531,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,615.24,No
C4532,Female,1,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,67.48,92.49,Yes
C4533,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.69,969.79,Yes
C4534,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.77,140.77,Yes
C4535,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),98.45,1050.98,No
C4536,Male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.68,0.0,No
C4537,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.08,1242.81,No
C4538,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,59.39,1726.17,No
C4539,Male,1,Yes,No,22,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.45,1467.21,Yes
C4540,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,80.6,1118.35,No
C4541,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.61,2863.5,No
C4542,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.42,413.28,Yes
C4543,Female,1,Yes,No,35,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.3,2714.54,Yes
C4544,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),80.01,373.37,No
C4545,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),96.48,871.95,Yes
C4546,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.54,65.29,No
C4547,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.07,110.09,Yes
C4548,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.26,1713.77,No
C4549,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.9,203.37,Yes
C4550,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.03,573.45,No
C4551,Female,0,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.92,1025.3,No
C4552,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.26,684.95,No
C4553,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.75,1397.5,No
C4554,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.51,1284.57,No
C4555,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.39,299.75,No
C4556,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,86.81,117.41,No
C4557,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.01,177.61,No
C4558,Female,1,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.58,1169.22,No
C4559,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.97,302.94,Yes
C4560,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.8,745.57,No
C4561,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,58.84,1595.58,No
C4562,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,82.19,860.66,No
C4563,Male,1,No,No,4,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,66.94,162.25,Yes
C4564,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,83.79,747.12,No
C4565,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.62,916.46,Yes
C4566,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.41,297.18,No
C4567,Female,1,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,70.71,387.57,Yes
C4568,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.2,717.04,Yes
C4569,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),57.08,632.54,Yes
C4570,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.63,460.34,Yes
C4571,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.96,3698.25,No
C4572,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),92.01,2683.95,Yes
C4573,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),77.51,1857.58,No
C4574,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,79.49,3058.46,No
C4575,Male,1,No,No,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.49,1643.18,No
C4576,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.44,2523.93,Yes
C4577,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),85.53,828.31,No
C4578,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.13,499.0,Yes
C4579,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.31,0.0,Yes
C4580,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.89,678.38,Yes
C4581,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.02,815.6,No
C4582,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.26,920.93,No
C4583,Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.66,1091.23,Yes
C4584,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.31,1481.71,Yes
C4585,Female,1,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),67.6,1679.47,No
C4586,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.05,25.27,No
C4587,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.39,402.01,Yes
